application_id,applicant_name,email,phone,age,gender,city,province,education_level,university,cgpa,skills,experience_months,preferred_department,application_source,expected_stipend_pkr,submitted_at,linkedin_url
INT-10524,Sana Khan,sana.khan524@gmail.com,03259501946,23,Male,Khairpur,Sindh,BS Economics,NED University,3.23,Python | tableau,0,Software Development,University Portal,27000,2025-03-06 02:03:00,https://www.linkedin.com/in/sana-khan524
INT-10495,Sidra Syed,sidra.syed495@gmail.com,03253530386,28,Male,Islamabad,Islamabad Capital Territory,BS Information Technology,LUMS,3.42,"SQL, HTML/CSS, Git",10,Business Intelligence,LinkedIn,33000,2025-03-04 05:34:00,
INT-10477,Mahnoor Malik,mahnoor.malik477@outlook.com,,23,Male,Karachi,Sindh,BS Data Science,Mehran University,3.14,"Communication, Excel, SQL, Git, HTML/CSS, Power BI",21,Product,Indeed,37000,2025-03-18 02:39:00,https://www.linkedin.com/in/mahnoor-malik477
INT-10807,Zain Shaikh,zain.shaikh807@gmail.com,03276480326,22,Male,,Sindh,BS Information Technology,Mehran University,3.44,HTML/CSS / Data Visualization / SQL / git,1,Software Development,Internee.pk,27000,2025-04-30 05:31:00,https://www.linkedin.com/in/zain-shaikh807
INT-10022,Hira Shah,HIRA.SHAH22@OUTLOOK.COM,03171211798,26,Male,Rawalpindi,Punjab,BS Computer Science,NUST,3.32,"Machine Learning, Git, Data Visualization, Tableau, HTML/CSS, Python",4,Software Development,Referral,13000,2025-03-25 08:10:00,https://www.linkedin.com/in/hira-shah22
INT-10658,Hussain Ansari,hussain.ansari658@yahoo.com,03099674924,20,Female,Sukkur,Sindh,BS Information Technology,Mehran University,2.79,"Power BI, Statistics, HTML/CSS",12,Business Intelligence,Indeed,36000,2025-04-07 06:47:00,https://www.linkedin.com/in/hussain-ansari658
INT-10053,Ali Memon,ali.memon53@outlook.com,03297329541,27,Female,Islamabad,Islamabad Capital Territory,BS Information Technology,Mehran University,3.35,"Excel, Data Visualization, Tableau, Communication, HTML/CSS, Machine Learning",8,Data Analytics,Indeed,43000,2025-04-16 11:19:00,https://www.linkedin.com/in/ali-memon53
INT-10606,Ahsan Chandio,ahsan.chandio606@gmail.com,03222171985,21,Female,Karachi,Sindh,BS Computer Science,,3.19,"Power BI, Pandas, Communication, HTML/CSS, Excel",7,Business Intelligence,Indeed,34000,2025-04-03 21:45:00,https://www.linkedin.com/in/ahsan-chandio606
INT-10393,Sajid Ahmed,sajid.ahmed393@icloud.com,03321744300,31,Female,Khairpur,Sindh,BBA,Mehran University,2.79,"Excel, Tableau, HTML/CSS",21,Data Analytics,Referral,34000,2025-04-08 06:47:00,https://www.linkedin.com/in/sajid-ahmed393
INT-20022,yasir ansari,YASIR.ANSARI666@YAHOO.COM,03271279243,21,Male,Hyderabad,Sindh,BS Statistics,Mehran University,3.67,"Machine Learning, Python, Tableau, Statistics",4,Data Analytics,University Portal,20000,2025-03-11 22:20:00,https://www.linkedin.com/in/yasir-ansari666
INT-10261,Zain Chandio,zain.chandio261@icloud.com,03294091797,23,Female,Rawalpindi,Punjab,BS Information Technology,University of Karachi,3.37,"Pandas, Communication, HTML/CSS, Git, Python",8,Finance,University Portal,28000,2025-03-14 12:10:00,https://www.linkedin.com/in/zain-chandio261
INT-10634,Ali Memon,ali.memon634@yahoo.com,03162418986,21,Male,Larkana,Sindh,BS Information Technology,Mehran University,2.92,"Data Visualization, Excel, Power BI, Python, Pandas, Communication",11,Software Development,Referral,29000,2025-04-03 04:09:00,https://www.linkedin.com/in/ali-memon634
INT-10577,Zara Ahmed,zara.ahmed577@icloud.com,03100081723,23,Male,Nawabshah,Sindh,BS Data Science,NED University,2.51,"Communication, Statistics",3,Software Development,Indeed,21000,2025-04-19 22:02:00,https://www.linkedin.com/in/zara-ahmed577
INT-10331,Saad Rind,saad.rind331@icloud.com,03430853790,16,Female,Faisalabad,Punjab,BS Computer Science,Punjab University,2.89,"Git, Communication, Statistics, Tableau",20,Finance,Direct,34000,2025-04-11 02:06:00,https://www.linkedin.com/in/saad-rind331
INT-10395,Iqra Bhatti,iqra.bhatti395@icloud.com,03095804622,24,Female,Hyderabad,Sindh,BS Statistics,University of Sindh,3.73,"Excel, Power BI, Data Visualization, Git, Statistics, Communication",0,Marketing,Direct,29000,2025-03-14 08:33:00,https://www.linkedin.com/in/iqra-bhatti395
INT-10163,Hira Khan,hira.khan163@yahoo.com,03444213971,26,Male,Khairpur,Sindh,BS Software Engineering,Mehran University,3.72,"HTML/CSS, Python, Excel, SQL",4,Business Intelligence,Referral,44000,2025-04-29 10:21:00,https://www.linkedin.com/in/hira-khan163
INT-10260,Sidra Syed,sidra.syed260@yahoo.com,03026030936,25,Female,Mardan,Khyber Pakhtunkhwa,BS Statistics,FAST NUCES,3.43,"Pandas, Machine Learning, Power BI, Statistics, Git, Excel",2,Software Development,Referral,20000,2025-03-28 03:22:00,https://www.linkedin.com/in/sidra-syed260
INT-10083,Noor Siddiqui,noor.siddiqui83@yahoo.com,03438231137,23,Male,Islamabad,Islamabad Capital Territory,BS Economics,NUST,3.2,"Power BI, Communication, Statistics, SQL, Tableau, Python",24,Marketing,LinkedIn,21000,2025-03-19 01:26:00,https://www.linkedin.com/in/noor-siddiqui83
INT-10675,Iqra Shaikh,iqra.shaikh675@gmail.com,03474733701,24,Female,Gujranwala,Punjab,BS Computer Science,FAST NUCES,,"SQL, Statistics, Machine Learning, Communication, HTML/CSS, Power BI",14,Marketing,Direct,12000,2025-04-25 10:44:00,https://www.linkedin.com/in/iqra-shaikh675
INT-10831,Hussain Qureshi,hussain.qureshi831@icloud.com,03410356955,25,Male,Rawalpindi,Punjab,BS Data Science,Punjab University,2.9,"Pandas, Communication, Power BI, Python",5,Data Analytics,University Portal,22000,2025-03-16 03:15:00,https://www.linkedin.com/in/hussain-qureshi831
INT-10833,Nimra Malik,nimra.malik833@yahoo.com,03287144127,29,Female,Sukkur,Sindh,BS Computer Science,NED University,3.43,"Statistics, Data Visualization, Git",16,Product,Internee.pk,38000,2025-04-12 12:26:00,https://www.linkedin.com/in/nimra-malik833
INT-10758,Hussain Rajput,hussain.rajput758@yahoo.com,03179228271,27,Prefer not to say,Karachi,Sindh,BBA,NUST,3.04,"Statistics, Git, Excel, Tableau",3,Software Development,Indeed,34000,2025-03-10 16:04:00,https://www.linkedin.com/in/hussain-rajput758
INT-10281,Muhammad Qureshi,muhammad.qureshi281@gmail.com,03150745265,20,Female,Larkana,Sindh,BS Data Science,Bahria University,3.69,"Python, Statistics, Communication, Data Visualization",4,Data Analytics,LinkedIn,11000,2025-04-23 23:01:00,https://www.linkedin.com/in/muhammad-qureshi281
INT-10382,Laiba Siddiqui,laiba.siddiqui382@icloud.com,03483916482,25,Female,Faisalabad,Punjab,BS Software Engineering,NUST,3.14,"Communication, Git, Machine Learning, Power BI",5,Marketing,Indeed,35000,2025-04-11 09:41:00,https://www.linkedin.com/in/laiba-siddiqui382
INT-10669,Ahsan Memon, ahsan.memon669@outlook.com ,0344 7043621,26,Male,Khairpur,Sindh,BS Statistics,Shah Abdul Latif University,2.59,"SQL, Pandas, Statistics, Data Visualization",29,Marketing,Direct,25000,2025-03-09 16:32:00,https://www.linkedin.com/in/ahsan-memon669
INT-10834,Muhammad Ahmed,muhammad.ahmed834@outlook.com,03375338510,27,Male,Nawabshah,Sindh,BS Computer Science,University of Karachi,2.74,"Pandas, Git, SQL, Machine Learning, Excel, Tableau",12,Business Intelligence,Indeed,24000,2025-03-29 15:40:00,
INT-10647,Nimra Memon,nimra.memon647@outlook.com,0347 0568648,26,Female,Quetta,Balochistan,BS Computer Science,FAST NUCES,2.43,"Machine Learning, Communication",10,Human Resources,Internee.pk,33000,2025-03-29 12:21:00,https://www.linkedin.com/in/nimra-memon647
INT-10385,Shayan Baloch,shayan.baloch385@gmail.com,03497720456,24,Male,Faisalabad,Punjab,BS Information Technology,NUST,3.56,"Tableau, Pandas, Python, Machine Learning, Communication, Statistics",3,Data Analytics,Internee.pk,25000,2025-04-15 22:48:00,https://www.linkedin.com/in/shayan-baloch385
INT-10370,Ahsan Siddiqui,ahsan.siddiqui370@yahoo.com,03034433370,23,Male,Gujranwala,Punjab,BS Information Technology,IBA Karachi,2.58,"Data Visualization, Statistics, Power BI, Communication, HTML/CSS",16,Business Intelligence,Referral,42000,2025-04-16 12:27:00,https://www.linkedin.com/in/ahsan-siddiqui370
INT-10733,Sidra Baloch,sidra.baloch733@yahoo.com,03438555805,30,Female,Hyderabad,Sindh,BS Statistics,University of Karachi,3.08,"Statistics, Pandas, Python, Power BI, Excel",28,HR,Direct,38000,2025-04-22 07:06:00,https://www.linkedin.com/in/sidra-baloch733
INT-10346,Sana Ansari,sana.ansari346@icloud.com,03323963968,24,Male,Hyderabad,Sindh,BS Computer Science,Punjab University,2.45,"Statistics, Python, Machine Learning, Excel, Communication",7,Human Resources,Referral,14000,2025-03-23 16:51:00,https://www.linkedin.com/in/sana-ansari346
INT-10821,Areeba Ahmed,areeba.ahmed821@icloud.com,03280216717,22,Female,Abbottabad,Khyber Pakhtunkhwa,BS Economics,University of Sindh,3.31,,11,Product,Indeed,41000,2025-04-24 13:46:00,https://www.linkedin.com/in/areeba-ahmed821
INT-10688,Fatima Malik,fatima.malik688@outlook.com,03223887992,28,Male,Islamabad,Islamabad Capital Territory,BS Software Engineering,,3.12,"Communication, Tableau",14,Business Intelligence,Referral,28000,2025-04-17 14:30:00,https://www.linkedin.com/in/fatima-malik688
INT-20040,iqra bhatti,IQRA.BHATTI840@OUTLOOK.COM,03441571195,22,Male,Lahore,Punjab,BS Computer Science,Bahria University,2.58,SQL / git / Tableau,13,Marketing,University Portal,29000,2025-03-26 01:47:00,https://www.linkedin.com/in/iqra-bhatti840
INT-10818,Nimra Siddiqui, nimra.siddiqui818@gmail.com ,03014028361,24,Male,Rawalpindi,Punjab,BS Information Technology,COMSATS University,2.78,"Tableau, Machine Learning, Data Visualization",12,Marketing,Internee.pk,35000,2025-03-18 04:51:00,https://www.linkedin.com/in/nimra-siddiqui818
INT-10466,Muhammad Mirza,muhammad.mirza466@gmail.com,03125961919,18,Female,Gujranwala,Punjab,BS Economics,NED University,2.59,"Data Visualization, SQL",5,Product,LinkedIn,17000,2025-03-23 22:46:00,https://www.linkedin.com/in/muhammad-mirza466
INT-10845,Sajid Abbasi,sajid.abbasi845@gmail.com,03003849581,26,Male,Lahore,Punjab,BS Information Technology,IBA Karachi,2.65,"Python, Git, Pandas",2,Product,Direct,41000,2025-04-10 06:52:00,https://www.linkedin.com/in/sajid-abbasi845
INT-10584,Hussain Bhatti,hussain.bhatti584@yahoo.com,03466422904,22,Male,Quetta,Balochistan,BS Information Technology,Shah Abdul Latif University,2.92,"Data Visualization, HTML/CSS, Git, Statistics, Machine Learning",6,Business Intelligence,University Portal,18000,2025-04-03 16:11:00,https://www.linkedin.com/in/hussain-bhatti584
INT-10593,Fatima Khan,fatima.khan593@yahoo.com,03338438203,31,Male,Larkana,Sindh,BBA,Shah Abdul Latif University,3.09,"Python, Power BI, SQL, Data Visualization, Git",9,Human Resources,Referral,22000,2025-04-16 00:17:00,https://www.linkedin.com/in/fatima-khan593
INT-10048,Sajid Ahmed,sajid.ahmed48@yahoo.com,03365658410,25,Male,khairpur,Sindh,BS Computer Science,Mehran University,3.14,"Tableau, SQL, Pandas, Power BI",-6,Product,Direct,28000,2025-03-05 12:44:00,https://www.linkedin.com/in/sajid-ahmed48
INT-10414,Ahsan Siddiqui,ahsan.siddiqui414@yahoo.com,03335477879,26,Male,sukkur,Sindh,BS Information Technology,LUMS,3.28,"Data Visualization, HTML/CSS, Tableau",1,BI,Internee.pk,59000,2025-03-24 06:02:00,https://www.linkedin.com/in/ahsan-siddiqui414
INT-10175,Usman Ansari,usman.ansari175@icloud.com,03227263430,29,Female,Lahore,Punjab,BS Software Engineering,Mehran University,3.33,"Excel, Communication",15,Product,Indeed,32000,2025-04-17 07:44:00,https://www.linkedin.com/in/usman-ansari175
INT-20023,hamza ali,HAMZA.ALI312@GMAIL.COM,03180869308,27,Female,Karachi,Sindh,BS Computer Science,Bahria University,3.46,"Data Visualization, Git, Machine Learning",10,Human Resources,LinkedIn,45000,2025-03-26 02:18:00,https://www.linkedin.com/in/hamza-ali312
INT-10203,Zara Memon,zara.memon203@yahoo.com,03138457980,24,Prefer not to say,Hyderabad,Sindh,BS Information Technology,Mehran University,2.65,"Machine Learning, Git, Communication",13,Marketing,Referral,18000,2025-04-23 09:34:00,https://www.linkedin.com/in/zara-memon203
INT-10762,Bilal Abbasi,bilal.abbasi762@outlook.com,03476445919,24,Female,Islamabad,Islamabad Capital Territory,BS Information Technology,LUMS,2.4,"Python, Excel",6,Human Resources,University Portal,16000,2025-04-29 16:21:00,https://www.linkedin.com/in/bilal-abbasi762
INT-10809,Fatima Ahmed,fatima.ahmed809@gmail.com,03164523736,29,Male,Hyderabad,Sindh,BS Computer Science,NUST,2.17,"SQL, HTML/CSS, Power BI, Excel",17,Software Development,Internee.pk,11000,2025-03-12 17:19:00,https://www.linkedin.com/in/fatima-ahmed809
INT-10242,Ali Syed,ali.syed242@gmail.com,03014936533,20,Male,,Sindh,BS Economics,LUMS,3.86,"Python, SQL, Pandas, Machine Learning, Statistics, Communication",8,Business Intelligence,University Portal,17000,2025-04-07 17:33:00,https://www.linkedin.com/in/ali-syed242
INT-10421,Areeba Khan,areeba.khan421@icloud.com,03442116532,25,Female,Quetta,Balochistan,BS Information Technology,LUMS,2.66,"Data Visualization, Git, Python, Machine Learning, SQL",7,Software Development,LinkedIn,26000,2025-04-12 01:13:00,https://www.linkedin.com/in/areeba-khan421
INT-10366,Hira Bhatti,hira.bhatti366@yahoo.com,03492844113,25,Female,Larkana,Sindh,BS Statistics,IBA Karachi,3.1,"Statistics, HTML/CSS, SQL, Communication, Machine Learning, Tableau",15,Data analyst,University Portal,30000,2025-04-26 00:00:00,https://www.linkedin.com/in/hira-bhatti366
INT-10327,Sidra Malik,sidra.malik327@gmail.com,03398745295,24,Male,Multan,Punjab,BS Data Science,Punjab University,3.46,"Statistics, Git, Data Visualization, Machine Learning, Excel, Pandas",1,Finance,LinkedIn,46000,2025-03-16 06:59:00,https://www.linkedin.com/in/sidra-malik327
INT-10860,Muhammad Rind,muhammad.rind860@gmail.com,03496088920,21,Male,Hyderabad,Sindh,BBA,Bahria University,4.0,Statistics / Git,1,Marketing,University Portal,46000,2025-03-18 19:10:00,https://www.linkedin.com/in/muhammad-rind860
INT-10322,Sana Baloch,sana.baloch322@gmail.com,03385300733,24,Female,Islamabad,Islamabad Capital Territory,BS Statistics,Bahria University,3.9,"Excel, Data Visualization",11,Data Analytics,Indeed,32000,2025-03-19 20:26:00,https://www.linkedin.com/in/sana-baloch322
INT-10592,Zara Chandio,ZARA.CHANDIO592@ICLOUD.COM,03460127924,19,Male,Faisalabad,Punjab,BBA,Mehran University,3.46,"Power BI, Machine Learning, Git, Statistics, HTML/CSS, Data Visualization",5,Software Development,LinkedIn,17000,2025-03-24 06:25:00,https://www.linkedin.com/in/zara-chandio592
INT-10256,Saad Syed,saad.syed256@outlook.com,03106993749,28,Male,Islamabad,Islamabad Capital Territory,BS Statistics,Punjab University,3.29,"Power BI, Git",1,Data Analytics,University Portal,26000,2025-04-17 12:06:00,https://www.linkedin.com/in/saad-syed256
INT-10479,Eman Ansari,eman.ansari479@outlook.com,03048206298,22,Male,Gujranwala,Punjab,BS Computer Science,University of Sindh,3.19,"Data Visualization, SQL, Git, Excel, Machine Learning, Python",11,Marketing,LinkedIn,23000,2025-03-16 20:43:00,https://www.linkedin.com/in/eman-ansari479
INT-10568,Yasir Ansari,yasir.ansari568@yahoo.com,03382435288,24,Female,Faisalabad,Punjab,BS Information Technology,Mehran University,2.58,"Statistics, Power BI, HTML/CSS",9,Business Intelligence,Indeed,36000,2025-03-07 14:41:00,https://www.linkedin.com/in/yasir-ansari568
INT-10419,Rida Chandio,rida.chandio419@gmail.com,03486814964,28,Female,Faisalabad,Punjab,BS Computer Science,LUMS,2.96,"Machine Learning, Excel, SQL, HTML/CSS",7,Marketing,LinkedIn,20000,2025-03-06 15:35:00,https://www.linkedin.com/in/rida-chandio419
INT-10291,Hira Baloch,hira.baloch291@yahoo.com,03062619568,18,Male,Islamabad,Islamabad Capital Territory,BS Information Technology,LUMS,3.73,"Python, HTML/CSS, SQL, Excel, Machine Learning",8,Data Analytics,Internee.pk,31000,2025-03-21 14:44:00,https://www.linkedin.com/in/hira-baloch291
INT-10218,Talha Rajput,talha.rajput218@outlook.com,,24,Female,Nawabshah,Sindh,BS Software Engineering,Bahria University,3.22,"Excel, Data Visualization",15,Software Development,Direct,43000,2025-04-13 19:59:00,https://www.linkedin.com/in/talha-rajput218
INT-10541,Hamza Rajput,hamza.rajput541@icloud.com,0318 2948685,24,Male,Karachi,Sindh,BS Information Technology,,3.35,"Data Visualization, HTML/CSS, Git, SQL, Statistics",12,Software Development,Indeed,39000,2025-03-19 23:28:00,https://www.linkedin.com/in/hamza-rajput541
INT-10412,Bilal Ansari,bilal.ansari412@gmail.com,03478145405,27,Male,Islamabad,Islamabad Capital Territory,BS Software Engineering,FAST NUCES,3.38,"Python, Git, Statistics, Excel, HTML/CSS",1,Software Development,University Portal,45000,2025-03-04 09:15:00,https://www.linkedin.com/in/bilal-ansari412
INT-10362,Hamza Soomro,hamza.soomro362@yahoo.com,,24,Male,Faisalabad,Punjab,BS Information Technology,University of Sindh,2.64,"Tableau, Pandas, Git, SQL, Statistics, Data Visualization",7,Data Analytics,Internee.pk,17000,2025-04-30 05:11:00,https://www.linkedin.com/in/hamza-soomro362
INT-10437,Zain Mirza,zain.mirza437@outlook.com,03282550128,28,Female,Hyderabad,Sindh,BS Economics,University of Sindh,2.28,"Communication, Python, Pandas, Tableau, Statistics, Power BI",11,Finance,Internee.pk,32000,2025-04-14 17:41:00,https://www.linkedin.com/in/zain-mirza437
INT-10613,Rida Abbasi,rida.abbasi613@outlook.com,03449564093,25,Male,,Islamabad Capital Territory,BS Information Technology,FAST NUCES,2.66,"Communication, Data Visualization, Statistics, Tableau, Power BI, Pandas",1,Marketing,LinkedIn,19000,2025-03-26 06:31:00,https://www.linkedin.com/in/rida-abbasi613
INT-10462,Hamza Baloch,HAMZA.BALOCH462@GMAIL.COM,03221643986,22,Female,Mardan,Khyber Pakhtunkhwa,BS Information Technology,University of Karachi,3.28,"Git, Python, Data Visualization, Power BI",12,DATA ANALYTICS,LinkedIn,31000,2025-04-07 10:16:00,
INT-10443,Zara Ali,zara.ali443@outlook.com,03319494820,33,Prefer not to say,Sukkur,Sindh,BS Software Engineering,LUMS,3.14,"Excel, Power BI, HTML/CSS, Pandas, Communication",7,Finance,University Portal,32000,2025-04-17 09:01:00,https://www.linkedin.com/in/zara-ali443
INT-10553,Ali Soomro,ali.soomro553@yahoo.com,03369082734,28,Male,Larkana,Sindh,BBA,NED University,2.64,"SQL, Pandas, Excel, Statistics",2,Data Analytics,Indeed,19000,2025-04-28 13:00:00,https://www.linkedin.com/in/ali-soomro553
INT-10181,Shayan Jatoi,shayan.jatoi181@icloud.com,03070252785,28,Male,Sukkur,Sindh,BS Statistics,University of Karachi,3.32,"Communication, Excel, Machine Learning",18,Software Development,Direct,34000,2025-04-19 05:59:00,https://www.linkedin.com/in/shayan-jatoi181
INT-10702,Hussain Ansari,hussain.ansari702@outlook.com,03308217038,25,Male,islamabad,Islamabad Capital Territory,BS Software Engineering,LUMS,3.0,"Data Visualization, Power BI",11,Data Analytics,Indeed,41000,2025-03-12 08:23:00,https://www.linkedin.com/in/hussain-ansari702
INT-10308,Sana Rajput,sana.rajput308@yahoo.com,03314370002,30,Male,Sukkur,Sindh,BS Data Science,COMSATS University,2.73,"SQL, HTML/CSS, Communication",19,Data Analytics,LinkedIn,28000,2025-04-20 04:34:00,https://www.linkedin.com/in/sana-rajput308
INT-10174,Farhan Shaikh,farhan.shaikh174@gmail.com,03267514938,25,Female,Larkana,Sindh,BBA,FAST NUCES,3.03,"Pandas, Python, Communication, Data Visualization, Machine Learning",10,Data Analytics,University Portal,25000,2025-03-10 00:21:00,https://www.linkedin.com/in/farhan-shaikh174
INT-10719,Sajid Ali,sajid.ali719@icloud.com,03270271713,29,Male,Peshawar,Khyber Pakhtunkhwa,B.S. Computer Science,LUMS,2.74,"Communication, Pandas, Python, Machine Learning, Git",11,Software Development,Direct,32000,2025-03-19 16:34:00,https://www.linkedin.com/in/sajid-ali719
INT-10857,Rida Chandio,rida.chandio857@yahoo.com,03489096576,27,Male,Hyderabad,Sindh,BS Statistics,Bahria University,2.69,"HTML/CSS, Communication, Statistics",22,Software Development,Referral,28000,2025-04-01 22:00:00,https://www.linkedin.com/in/rida-chandio857
INT-10445,Sidra Abbasi,sidra.abbasi445@outlook.com,03148687596,26,Male,Sukkur,Sindh,BS Economics,NUST,3.0,"HTML/CSS, Communication",8,Software Development,University Portal,23000,2025-03-22 07:55:00,https://www.linkedin.com/in/sidra-abbasi445
INT-10494,Sana Syed,sana.syed494@gmail.com,03119002215,28,Female,Rawalpindi,Punjab,BSCS,University of Sindh,3.29,"Statistics, Pandas, Data Visualization, Power BI",3,Business Intelligence,Indeed,42000,2025-04-09 08:38:00,https://www.linkedin.com/in/sana-syed494
INT-10270,Talha Siddiqui,talha.siddiqui270@outlook.com,03000475475,29,Male,Hyderabad,Sindh,BS Computer Science,,3.01,"Tableau, Excel, SQL, Communication",9,Marketing,Indeed,33000,2025-04-21 21:51:00,https://www.linkedin.com/in/talha-siddiqui270
INT-10531,Nimra Ansari,nimra.ansari531@gmail.com,03126266920,24,Female,Mardan,Khyber Pakhtunkhwa,BS Computer Science,IBA Karachi,2.99,"Statistics, Python, SQL, Excel, HTML/CSS, Data Visualization",34,Software Development,Internee.pk,53000,2025-03-22 22:33:00,https://www.linkedin.com/in/nimra-ansari531
INT-10848,Eman Ali,eman.ali848@yahoo.com,+92 334 501 4837,22,Male,Faisalabad,Punjab,bs information technology,Mehran University,3.48,,12,Data Analytics,University Portal,28000,2025-04-28 10:34:00,https://www.linkedin.com/in/eman-ali848
INT-10470,Mariam Soomro,mariam.soomro470@outlook.com,+92 327 170 5995,20,Female,Multan,Punjab,BS Data Science,Punjab University,3.41,,15,Software Development,Indeed,44000,2025-04-08 08:51:00,https://www.linkedin.com/in/mariam-soomro470
INT-10449,Iqra Ahmed,iqra.ahmed449@yahoo.com,03000212930,25,Female,Multan,Punjab,BS Data Science,COMSATS University,3.31,"Tableau, Communication, Python, Excel",2,Data Analytics,Internee.pk,26000,2025-03-26 05:04:00,https://www.linkedin.com/in/iqra-ahmed449
INT-10513,hamza rind,hamza.rind513@outlook.com,0313-894 2137,22,Prefer not to say,Islamabad,Islamabad Capital Territory,BS Computer Science,Mehran University,3.27,"Communication, HTML/CSS, Tableau, Power BI, Pandas",8,Product,Indeed,29000,2025-04-11 15:54:00,https://www.linkedin.com/in/hamza-rind513
INT-10828,Zara Ansari,zara.ansari828@outlook.com,03165322647,26,Male,Faisalabad,Punjab,BS Information Technology,NUST,3.51,"HTML/CSS, Pandas, Communication, Power BI",3,Software Development,University Portal,57000,2025-04-16 22:42:00,https://www.linkedin.com/in/zara-ansari828
INT-10326,Farhan Abbasi,farhan.abbasi326@yahoo.com,03468974730,25,Female,Karachi,Sindh,BS Statistics,NUST,3.24,"SQL, Statistics",14,Data Analytics,Referral,10000,2025-04-11 08:50:00,https://www.linkedin.com/in/farhan-abbasi326
INT-10284,Sana Qureshi,sana.qureshi284@yahoo.com,,26,Female,Islamabad,Islamabad Capital Territory,BS Statistics,University of Sindh,3.09,,3,Product,LinkedIn,20000,2025-03-28 11:09:00,https://www.linkedin.com/in/sana-qureshi284
INT-10238,Saad Rind,saad.rind238@outlook.com,03361758590,27,Male,Khairpur,Sindh,BS Statistics,Mehran University,2.76,Statistics | sql | Python,8,Data Analytics,Internee.pk,47000,2025-03-04 02:09:00,https://www.linkedin.com/in/saad-rind238
INT-10206,Iqra Jatoi,iqra.jatoi206@outlook.com,0324-221 8225,24,Male,Sukkur,Sindh,BS IT,NED University,2.79,"Git, Power BI, SQL, Excel, Data Visualization",5,Data Analytics,University Portal,32000,2025-04-01 18:28:00,https://www.linkedin.com/in/iqra-jatoi206
INT-10520,Sana Rind,sana.rind520@outlook.com,03071863085,22,Male,Khairpur,Sindh,BS Data Science,FAST NUCES,3.76,"Pandas, Machine Learning, SQL, Data Visualization, Tableau, HTML/CSS",5,Data Analytics,Referral,54000,2025-03-01 18:55:00,
INT-10046,Shayan Rind,shayan.rind46@gmail.com,03432541468,27,Female,Nawabshah,Sindh,BS Computer Science,IBA Karachi,2.57,"Statistics, Python, Power BI, Tableau, Excel",6,Data Analytics,University Portal,22000,2025-03-26 23:11:00,https://www.linkedin.com/in/shayan-rind46
INT-10599,Noor Qureshi,noor.qureshi599@yahoo.com,,25,Female,Hyderabad,Sindh,BS Economics,Shah Abdul Latif University,2.96,"Power BI, Machine Learning, Data Visualization",8,Business Intelligence,Indeed,31000,2025-03-23 22:57:00,https://www.linkedin.com/in/noor-qureshi599
INT-10105,Yasir Ali,yasir.ali105@yahoo.com,03027472074,28,Male,KHAIRPUR,Sindh,BS Software Engineering,Punjab University,3.32,"Git, Tableau",7,Marketing,Direct,23000,2025-04-30 03:57:00,https://www.linkedin.com/in/yasir-ali105
INT-10560,Mariam Shaikh,mariam.shaikh560@yahoo.com,03453049498,28,Male,Larkana,Sindh,BS Software Engineering,Shah Abdul Latif University,3.41,"Excel, Data Visualization",10,Marketing,Indeed,30000,2025-04-22 23:09:00,https://www.linkedin.com/in/mariam-shaikh560
INT-10066,Areeba Malik,areeba.malik66@outlook.com,03309876582,24,Male,Khairpur,Sindh,BS Information Technology,COMSATS University,3.9,Excel / sql / git,28,Software Development,Internee.pk,34000,2025-03-22 00:18:00,https://www.linkedin.com/in/areeba-malik66
INT-10453,Iqra Rind,iqra.rind453@yahoo.com,03292063240,21,Female,karachi,Sindh,BS Statistics,NED University,2.73,Machine Learning; html/css; sql; Python; Statistics; communication,15,Data Analytics,Referral,35000,2025-03-28 22:48:00,https://www.linkedin.com/in/iqra-rind453
INT-10055,Iqra Rajput,iqra.rajput55@yahoo.com,03336365669,25,Male,Islamabad,Islamabad Capital Territory,BBA,FAST NUCES,,"HTML/CSS, Data Visualization, Excel, Git",18,Product,Referral,59000,2025-03-30 15:05:00,https://www.linkedin.com/in/iqra-rajput55
INT-10398,eman malik,eman.malik398@outlook.com,03315117167,27,Female,Karachi,Sindh,BS Economics,NED University,3.13,"Statistics, Data Visualization, Power BI, Communication",25,Software Development,LinkedIn,52000,2025-04-03 11:51:00,https://www.linkedin.com/in/eman-malik398
INT-10318,Iqra Shaikh, iqra.shaikh318@icloud.com ,03105837704,29,Female,Rawalpindi,Punjab,BS Information Technology,LUMS,2.93,"Pandas, Communication, Git, Power BI, Tableau",16,Data Analytics,Internee.pk,24000,2025-04-24 04:29:00,https://www.linkedin.com/in/iqra-shaikh318
INT-10342,Ahsan Abbasi,ahsan.abbasi342@yahoo.com,03170825410,30,Male,Islamabad,Islamabad Capital Territory,BS Information Technology,FAST NUCES,3.27,,13,Product,Referral,10000,2025-03-26 14:10:00,https://www.linkedin.com/in/ahsan-abbasi342
INT-10858,Sidra Malik,sidra.malik858@icloud.com,03366248437,25,Male,Gujranwala,Punjab,BS Computer Science,Bahria University,3.36,"SQL, Pandas",17,Human Resources,Direct,47000,2025-03-22 22:23:00,https://www.linkedin.com/in/sidra-malik858
