application_id,applicant_name,email,phone,age,gender,city,province,education_level,university,cgpa,skills,experience_months,preferred_department,application_source,expected_stipend_pkr,submitted_at,linkedin_url,skill_count,experience_years
INT-10371,Sidra Syed,sidra.syed371@gmail.com,03211746985,22,Male,Peshawar,Khyber Pakhtunkhwa,BS Data Science,IBA Karachi,3.47,"Statistics, Excel, SQL, Html, Css, Pandas",10,Business Intelligence,Direct,22000,2025-03-24 12:52:00,https://www.linkedin.com/in/sidra-syed371,6,0.8
INT-20033,Muhammad Khan,muhammad.khan793@outlook.com,03385248565,23,Male,Islamabad,Islamabad Capital Territory,BS Software Engineering,University of Sindh,3.1,"Python, Html, Css, Statistics",12,Marketing,Direct,22000,2025-04-07 23:48:00,https://www.linkedin.com/in/muhammad-khan793,4,1.0
INT-10484,Shayan Shah,shayan.shah484@yahoo.com,03179005448,21,Male,Lahore,Punjab,BS Computer Science,COMSATS University,3.03,"Communication, Python",7,Data Analytics,Direct,33000,2025-04-29 11:28:00,https://www.linkedin.com/in/shayan-shah484,2,0.6
INT-10088,Iqra Siddiqui,iqra.siddiqui88@outlook.com,03223251376,20,Prefer not to say,Gujranwala,Punjab,BS Software Engineering,University of Karachi,3.45,"Python, Html, Css, Statistics, Power BI, Machine Learning, SQL",8,Data Analytics,Indeed,34000,2025-03-17 02:49:00,https://www.linkedin.com/in/iqra-siddiqui88,7,0.7
INT-10266,Shayan Malik,shayan.malik266@icloud.com,03234291032,29,Male,Islamabad,Islamabad Capital Territory,BS Computer Science,FAST NUCES,2.61,"SQL, Data Visualization, Python",9,Marketing,University Portal,28000,2025-04-11 12:39:00,https://www.linkedin.com/in/shayan-malik266,3,0.8
INT-10130,Hira Malik,hira.malik130@gmail.com,03378923263,26,Male,Gujranwala,Punjab,BS Data Science,LUMS,2.69,"Machine Learning, Excel, Power BI, Python",18,Software Development,Direct,35000,2025-03-16 10:33:00,https://www.linkedin.com/in/hira-malik130,4,1.5
INT-10171,Hamza Qureshi,hamza.qureshi171@gmail.com,03413485268,27,Female,Nawabshah,Sindh,BS Computer Science,NED University,3.68,"Machine Learning, Excel, Pandas",3,Marketing,Referral,31000,2025-03-14 22:46:00,Not Provided,3,0.2
INT-10104,Bilal Syed,bilal.syed104@outlook.com,03077718021,22,Male,Larkana,Sindh,BS Software Engineering,Not Provided,3.51,"Html, Css, Pandas, Data Visualization, Python",11,Data Analytics,Referral,22000,2025-04-04 18:52:00,https://www.linkedin.com/in/bilal-syed104,5,0.9
INT-10401,Muhammad Ansari,muhammad.ansari401@icloud.com,03034498556,24,Male,Peshawar,Khyber Pakhtunkhwa,BS Data Science,University of Karachi,2.83,"Communication, Git, Html, Css, Data Visualization, Statistics, Python",3,Finance,Indeed,12000,2025-04-05 04:11:00,https://www.linkedin.com/in/muhammad-ansari401,7,0.2
INT-10280,Ali Soomro,ali.soomro280@outlook.com,03149321792,31,Female,Rawalpindi,Punjab,BS Economics,Mehran University,2.84,"Machine Learning, Statistics, Power BI",3,Software Development,Indeed,24000,2025-04-17 14:13:00,https://www.linkedin.com/in/ali-soomro280,3,0.2
INT-10117,Rida Khan,rida.khan117@outlook.com,03498528261,21,Male,Hyderabad,Sindh,BS Computer Science,Bahria University,3.11,"Statistics, Power BI, Git",14,Product,Referral,33000,2025-04-28 18:21:00,https://www.linkedin.com/in/rida-khan117,3,1.2
INT-10147,Mahnoor Siddiqui,mahnoor.siddiqui147@outlook.com,03279492035,25,Male,Larkana,Sindh,BS Information Technology,IBA Karachi,2.97,"Html, Css, SQL, Excel, Data Visualization",31,Data Analytics,Internee.pk,50000,2025-04-04 21:44:00,https://www.linkedin.com/in/mahnoor-siddiqui147,5,2.6
INT-10662,Ali Siddiqui,ali.siddiqui662@gmail.com,03125562715,22,Female,Larkana,Sindh,BS Data Science,Punjab University,2.43,"Tableau, Data Visualization, Git, Python",11,Software Development,University Portal,29000,2025-04-11 16:56:00,https://www.linkedin.com/in/ali-siddiqui662,4,0.9
INT-10808,Hussain Shah,hussain.shah808@yahoo.com,03276021016,18,Male,Quetta,Balochistan,BS Software Engineering,University of Sindh,3.14,"Pandas, Python",3,Data Analytics,University Portal,30000,2025-03-23 05:42:00,https://www.linkedin.com/in/hussain-shah808,2,0.2
INT-10043,Talha Memon,talha.memon43@yahoo.com,03222251820,21,Female,Quetta,Balochistan,BS Computer Science,Bahria University,3.28,"Communication, SQL, Python, Power BI, Git",10,Software Development,Internee.pk,24000,2025-03-01 09:27:00,https://www.linkedin.com/in/talha-memon43,5,0.8
INT-10215,Usman Chandio,usman.chandio215@icloud.com,03362876800,21,Male,Quetta,Balochistan,BS Statistics,NUST,3.29,"SQL, Git",29,Software Development,LinkedIn,10000,2025-03-09 18:55:00,https://www.linkedin.com/in/usman-chandio215,2,2.4
INT-10852,Farhan Ansari,farhan.ansari852@yahoo.com,03354169891,22,Male,Multan,Punjab,BS Data Science,University of Karachi,3.27,"Power BI, Pandas, Git",2,Data Analytics,Referral,34000,2025-04-29 17:15:00,https://www.linkedin.com/in/farhan-ansari852,3,0.2
INT-10855,Noor Baloch,noor.baloch855@icloud.com,03431219526,20,Female,Lahore,Punjab,BS Information Technology,FAST NUCES,2.92,"Data Visualization, Git, Power BI, Html, Css, Machine Learning, Pandas",7,Data Analytics,University Portal,39000,2025-04-15 23:48:00,https://www.linkedin.com/in/noor-baloch855,7,0.6
INT-10060,Laiba Mirza,laiba.mirza60@icloud.com,03372874513,30,Female,Sukkur,Sindh,BBA,IBA Karachi,3.17,"Pandas, Html, Css, Data Visualization, SQL",5,Marketing,LinkedIn,38000,2025-03-27 06:22:00,https://www.linkedin.com/in/laiba-mirza60,5,0.4
INT-10251,Hamza Chandio,hamza.chandio251@gmail.com,03407926377,25,Male,Islamabad,Islamabad Capital Territory,BS Economics,LUMS,3.09,"Python, SQL, Communication, Statistics, Git, Html, Css",22,Marketing,LinkedIn,39000,2025-04-28 08:11:00,https://www.linkedin.com/in/hamza-chandio251,7,1.8
INT-10503,Danish Ansari,danish.ansari503@outlook.com,03022978398,24,Female,Rawalpindi,Punjab,BS Data Science,LUMS,2.91,"Pandas, Git",5,Marketing,Indeed,50000,2025-04-19 18:40:00,https://www.linkedin.com/in/danish-ansari503,2,0.4
INT-10328,Areeba Syed,areeba.syed328@gmail.com,03477799696,28,Female,Khairpur,Sindh,BS Information Technology,COMSATS University,3.25,"Html, Css, Data Visualization, Pandas, Git, Machine Learning, Power BI",13,Business Intelligence,LinkedIn,40000,2025-03-23 08:16:00,https://www.linkedin.com/in/areeba-syed328,7,1.1
INT-10573,Hamza Qureshi,hamza.qureshi573@gmail.com,Not Provided,25,Male,Rawalpindi,Punjab,BS Information Technology,Bahria University,2.72,"Tableau, Git, Statistics",17,Product,Internee.pk,47000,2025-03-19 12:32:00,https://www.linkedin.com/in/hamza-qureshi573,3,1.4
INT-10430,Rida Ali,rida.ali430@yahoo.com,Not Provided,25,Male,Rawalpindi,Punjab,BS Statistics,COMSATS University,3.09,"Python, Tableau, Git, Communication",23,Human Resources,Internee.pk,42000,2025-04-17 11:46:00,https://www.linkedin.com/in/rida-ali430,4,1.9
INT-10604,Shayan Shah,shayan.shah604@yahoo.com,03069421779,22,Female,Abbottabad,Khyber Pakhtunkhwa,BS Economics,LUMS,3.09,"Python, Communication, Data Visualization, Tableau",12,Data Analytics,LinkedIn,28000,2025-03-25 14:26:00,https://www.linkedin.com/in/shayan-shah604,4,1.0
INT-10245,Yasir Siddiqui,yasir.siddiqui245@yahoo.com,03258830122,26,Male,Mardan,Khyber Pakhtunkhwa,BS Information Technology,NED University,3.09,"Git, Pandas",20,Product,Referral,49000,2025-04-14 18:38:00,https://www.linkedin.com/in/yasir-siddiqui245,2,1.7
INT-10753,Sajid Shaikh,sajid.shaikh753@outlook.com,03257294780,23,Male,Multan,Punjab,BS Software Engineering,Not Provided,2.59,"Html, Css, Power BI, Statistics, Excel",4,Finance,Referral,37000,2025-03-28 21:49:00,https://www.linkedin.com/in/sajid-shaikh753,5,0.3
INT-10533,Hira Qureshi,hira.qureshi533@icloud.com,03382662420,26,Female,Lahore,Punjab,BS Data Science,COMSATS University,3.31,"Communication, Git, Data Visualization, Power BI, Tableau, Python",13,Finance,Indeed,54000,2025-03-18 18:24:00,https://www.linkedin.com/in/hira-qureshi533,6,1.1
INT-10490,Hira Ali,hira.ali490@outlook.com,Not Provided,26,Female,Mardan,Khyber Pakhtunkhwa,BS Information Technology,COMSATS University,3.38,"Pandas, Git, Power BI, Data Visualization, Statistics, Excel",3,Software Development,Direct,44000,2025-03-14 09:10:00,https://www.linkedin.com/in/hira-ali490,6,0.2
INT-10557,Danish Memon,danish.memon557@outlook.com,03266098685,21,Female,Islamabad,Islamabad Capital Territory,BS Information Technology,COMSATS University,3.22,"Statistics, Power BI, Html, Css",5,Data Analytics,Direct,30000,2025-03-19 11:56:00,https://www.linkedin.com/in/danish-memon557,4,0.4
INT-10360,Ali Siddiqui,ali.siddiqui360@gmail.com,03231573401,26,Female,Multan,Punjab,BS Computer Science,University of Karachi,2.76,"Python, SQL, Html, Css, Tableau, Statistics, Excel",17,Data Analytics,Indeed,32000,2025-03-06 00:24:00,https://www.linkedin.com/in/ali-siddiqui360,7,1.4
INT-10355,Shayan Mirza,shayan.mirza355@outlook.com,03217764111,22,Prefer not to say,Rawalpindi,Punjab,BS Computer Science,University of Sindh,4.0,"Tableau, Html, Css, Machine Learning, Pandas",3,Business Intelligence,Indeed,29000,2025-04-07 20:34:00,https://www.linkedin.com/in/shayan-mirza355,5,0.2
INT-10335,Shayan Baloch,shayan.baloch335@yahoo.com,03401409745,26,Male,Quetta,Balochistan,BS Computer Science,Bahria University,2.57,"Python, Statistics",3,Marketing,Referral,27000,2025-04-16 04:54:00,https://www.linkedin.com/in/shayan-baloch335,2,0.2
INT-10384,Usman Bhatti,usman.bhatti384@outlook.com,03062316092,23,Female,Sukkur,Sindh,BS Statistics,University of Karachi,2.78,"SQL, Python",2,Software Development,Indeed,17000,2025-03-24 12:29:00,https://www.linkedin.com/in/usman-bhatti384,2,0.2
INT-10789,Ahsan Shah,ahsan.shah789@icloud.com,03476003540,30,Male,Gujranwala,Punjab,BS Statistics,University of Karachi,3.34,"Pandas, Html, Css, Python, Tableau, Statistics",7,Marketing,Indeed,30000,2025-04-03 15:34:00,https://www.linkedin.com/in/ahsan-shah789,6,0.6
INT-10333,Sajid Ali,sajid.ali333@yahoo.com,03049626606,26,Male,Faisalabad,Punjab,BS Information Technology,Punjab University,3.39,"Machine Learning, Statistics, Excel, Python, Power BI, Tableau",10,Software Development,Internee.pk,28000,2025-03-02 03:13:00,https://www.linkedin.com/in/sajid-ali333,6,0.8
INT-10671,Areeba Ansari,areeba.ansari671@gmail.com,03419810534,23,Female,Gujranwala,Punjab,BS Information Technology,COMSATS University,2.41,"Tableau, Excel, Python",17,Software Development,Direct,15000,2025-04-08 02:12:00,https://www.linkedin.com/in/areeba-ansari671,3,1.4
INT-10112,Noor Rind,noor.rind112@icloud.com,03206428906,24,Female,Hyderabad,Sindh,BS Information Technology,FAST NUCES,3.3,"Git, Power BI, Python, Pandas",10,Data Analytics,Indeed,56000,2025-04-22 13:12:00,https://www.linkedin.com/in/noor-rind112,4,0.8
INT-10684,Hira Baloch,hira.baloch684@gmail.com,03136483003,24,Prefer not to say,Gujranwala,Punjab,BS Data Science,Bahria University,2.46,"Git, Communication, Machine Learning, Statistics",2,Product,University Portal,26000,2025-03-16 09:14:00,https://www.linkedin.com/in/hira-baloch684,4,0.2
INT-10122,Farhan Shaikh,farhan.shaikh122@icloud.com,03462243026,18,Female,Quetta,Balochistan,BS Information Technology,Not Provided,3.51,"Data Visualization, Statistics, Python, Html, Css",2,Software Development,LinkedIn,23000,2025-04-21 16:57:00,https://www.linkedin.com/in/farhan-shaikh122,5,0.2
INT-10359,Ali Rajput,ali.rajput359@gmail.com,03170004811,25,Female,Larkana,Sindh,BS Information Technology,NED University,2.27,"Tableau, Excel",18,Software Development,Direct,24000,2025-04-24 05:06:00,https://www.linkedin.com/in/ali-rajput359,2,1.5
INT-10220,Zara Rajput,zara.rajput220@yahoo.com,03402991474,26,Female,Hyderabad,Sindh,BS Information Technology,Bahria University,2.89,"SQL, Power BI, Git, Data Visualization, Communication, Statistics",8,Software Development,Internee.pk,28000,2025-04-02 14:35:00,https://www.linkedin.com/in/zara-rajput220,6,0.7
INT-10267,Hamza Shaikh,hamza.shaikh267@outlook.com,03376958778,23,Male,Sukkur,Sindh,BS Data Science,Punjab University,2.77,"Tableau, Machine Learning, Power BI, Communication",5,Data Analytics,LinkedIn,31000,2025-04-17 04:44:00,https://www.linkedin.com/in/hamza-shaikh267,4,0.4
INT-10548,Shayan Abbasi,shayan.abbasi548@outlook.com,03168190245,28,Male,Rawalpindi,Punjab,BS Computer Science,Bahria University,2.88,"Html, Css, Git, SQL",32,Data Analytics,University Portal,18000,2025-04-10 08:08:00,https://www.linkedin.com/in/shayan-abbasi548,4,2.7
INT-10747,Iqra Qureshi,iqra.qureshi747@icloud.com,03248784907,31,Male,Nawabshah,Sindh,BS Statistics,Bahria University,3.93,"Data Visualization, Git, Power BI, Excel, Html, Css",10,Data Analytics,Referral,20000,2025-04-13 09:06:00,https://www.linkedin.com/in/iqra-qureshi747,6,0.8
INT-10323,Zara Shaikh,zara.shaikh323@icloud.com,03281643864,23,Male,Sukkur,Sindh,BS Software Engineering,FAST NUCES,3.15,"Git, Tableau, Power BI, Pandas, SQL, Excel",4,Software Development,Referral,30000,2025-04-27 21:59:00,https://www.linkedin.com/in/zara-shaikh323,6,0.3
INT-10143,Zain Syed,zain.syed143@gmail.com,03316278571,24,Prefer not to say,Multan,Punjab,BS Software Engineering,NED University,3.69,"Machine Learning, Pandas, Excel, Data Visualization",9,Product,LinkedIn,19000,2025-04-19 15:47:00,https://www.linkedin.com/in/zain-syed143,4,0.8
INT-10524,Sana Khan,sana.khan524@gmail.com,03259501946,23,Male,Khairpur,Sindh,BS Economics,NED University,3.23,"Python, Tableau",0,Software Development,University Portal,27000,2025-03-06 02:03:00,https://www.linkedin.com/in/sana-khan524,2,0.0
INT-10495,Sidra Syed,sidra.syed495@gmail.com,03253530386,28,Male,Islamabad,Islamabad Capital Territory,BS Information Technology,LUMS,3.42,"SQL, Html, Css, Git",10,Business Intelligence,LinkedIn,33000,2025-03-04 05:34:00,Not Provided,4,0.8
INT-10477,Mahnoor Malik,mahnoor.malik477@outlook.com,Not Provided,23,Male,Karachi,Sindh,BS Data Science,Mehran University,3.14,"Communication, Excel, SQL, Git, Html, Css, Power BI",21,Product,Indeed,37000,2025-03-18 02:39:00,https://www.linkedin.com/in/mahnoor-malik477,7,1.8
INT-10807,Zain Shaikh,zain.shaikh807@gmail.com,03276480326,22,Male,Hyderabad,Sindh,BS Information Technology,Mehran University,3.44,"Html, Css, Data Visualization, SQL, Git",1,Software Development,Internee.pk,27000,2025-04-30 05:31:00,https://www.linkedin.com/in/zain-shaikh807,5,0.1
INT-10022,Hira Shah,hira.shah22@outlook.com,03171211798,26,Male,Rawalpindi,Punjab,BS Computer Science,NUST,3.32,"Machine Learning, Git, Data Visualization, Tableau, Html, Css, Python",4,Software Development,Referral,13000,2025-03-25 08:10:00,https://www.linkedin.com/in/hira-shah22,7,0.3
INT-10658,Hussain Ansari,hussain.ansari658@yahoo.com,03099674924,20,Female,Sukkur,Sindh,BS Information Technology,Mehran University,2.79,"Power BI, Statistics, Html, Css",12,Business Intelligence,Indeed,36000,2025-04-07 06:47:00,https://www.linkedin.com/in/hussain-ansari658,4,1.0
INT-10053,Ali Memon,ali.memon53@outlook.com,03297329541,27,Female,Islamabad,Islamabad Capital Territory,BS Information Technology,Mehran University,3.35,"Excel, Data Visualization, Tableau, Communication, Html, Css, Machine Learning",8,Data Analytics,Indeed,43000,2025-04-16 11:19:00,https://www.linkedin.com/in/ali-memon53,7,0.7
INT-10606,Ahsan Chandio,ahsan.chandio606@gmail.com,03222171985,21,Female,Karachi,Sindh,BS Computer Science,Not Provided,3.19,"Power BI, Pandas, Communication, Html, Css, Excel",7,Business Intelligence,Indeed,34000,2025-04-03 21:45:00,https://www.linkedin.com/in/ahsan-chandio606,6,0.6
INT-10393,Sajid Ahmed,sajid.ahmed393@icloud.com,03321744300,31,Female,Khairpur,Sindh,BBA,Mehran University,2.79,"Excel, Tableau, Html, Css",21,Data Analytics,Referral,34000,2025-04-08 06:47:00,https://www.linkedin.com/in/sajid-ahmed393,4,1.8
INT-10261,Zain Chandio,zain.chandio261@icloud.com,03294091797,23,Female,Rawalpindi,Punjab,BS Information Technology,University of Karachi,3.37,"Pandas, Communication, Html, Css, Git, Python",8,Finance,University Portal,28000,2025-03-14 12:10:00,https://www.linkedin.com/in/zain-chandio261,6,0.7
INT-10634,Ali Memon,ali.memon634@yahoo.com,03162418986,21,Male,Larkana,Sindh,BS Information Technology,Mehran University,2.92,"Data Visualization, Excel, Power BI, Python, Pandas, Communication",11,Software Development,Referral,29000,2025-04-03 04:09:00,https://www.linkedin.com/in/ali-memon634,6,0.9
INT-10577,Zara Ahmed,zara.ahmed577@icloud.com,03100081723,23,Male,Nawabshah,Sindh,BS Data Science,NED University,2.51,"Communication, Statistics",3,Software Development,Indeed,21000,2025-04-19 22:02:00,https://www.linkedin.com/in/zara-ahmed577,2,0.2
INT-10331,Saad Rind,saad.rind331@icloud.com,03430853790,25,Female,Faisalabad,Punjab,BS Computer Science,Punjab University,2.89,"Git, Communication, Statistics, Tableau",20,Finance,Direct,34000,2025-04-11 02:06:00,https://www.linkedin.com/in/saad-rind331,4,1.7
INT-10395,Iqra Bhatti,iqra.bhatti395@icloud.com,03095804622,24,Female,Hyderabad,Sindh,BS Statistics,University of Sindh,3.73,"Excel, Power BI, Data Visualization, Git, Statistics, Communication",0,Marketing,Direct,29000,2025-03-14 08:33:00,https://www.linkedin.com/in/iqra-bhatti395,6,0.0
INT-10163,Hira Khan,hira.khan163@yahoo.com,03444213971,26,Male,Khairpur,Sindh,BS Software Engineering,Mehran University,3.72,"Html, Css, Python, Excel, SQL",4,Business Intelligence,Referral,44000,2025-04-29 10:21:00,https://www.linkedin.com/in/hira-khan163,5,0.3
INT-10260,Sidra Syed,sidra.syed260@yahoo.com,03026030936,25,Female,Mardan,Khyber Pakhtunkhwa,BS Statistics,FAST NUCES,3.43,"Pandas, Machine Learning, Power BI, Statistics, Git, Excel",2,Software Development,Referral,20000,2025-03-28 03:22:00,https://www.linkedin.com/in/sidra-syed260,6,0.2
INT-10675,Iqra Shaikh,iqra.shaikh675@gmail.com,03474733701,24,Female,Gujranwala,Punjab,BS Computer Science,FAST NUCES,3.09,"SQL, Statistics, Machine Learning, Communication, Html, Css, Power BI",14,Marketing,Direct,12000,2025-04-25 10:44:00,https://www.linkedin.com/in/iqra-shaikh675,7,1.2
INT-10831,Hussain Qureshi,hussain.qureshi831@icloud.com,03410356955,25,Male,Rawalpindi,Punjab,BS Data Science,Punjab University,2.9,"Pandas, Communication, Power BI, Python",5,Data Analytics,University Portal,22000,2025-03-16 03:15:00,https://www.linkedin.com/in/hussain-qureshi831,4,0.4
INT-10833,Nimra Malik,nimra.malik833@yahoo.com,03287144127,29,Female,Sukkur,Sindh,BS Computer Science,NED University,3.43,"Statistics, Data Visualization, Git",16,Product,Internee.pk,38000,2025-04-12 12:26:00,https://www.linkedin.com/in/nimra-malik833,3,1.3
INT-10758,Hussain Rajput,hussain.rajput758@yahoo.com,03179228271,27,Prefer not to say,Karachi,Sindh,BBA,NUST,3.04,"Statistics, Git, Excel, Tableau",3,Software Development,Indeed,34000,2025-03-10 16:04:00,https://www.linkedin.com/in/hussain-rajput758,4,0.2
INT-10281,Muhammad Qureshi,muhammad.qureshi281@gmail.com,03150745265,20,Female,Larkana,Sindh,BS Data Science,Bahria University,3.69,"Python, Statistics, Communication, Data Visualization",4,Data Analytics,LinkedIn,11000,2025-04-23 23:01:00,https://www.linkedin.com/in/muhammad-qureshi281,4,0.3
INT-10382,Laiba Siddiqui,laiba.siddiqui382@icloud.com,03483916482,25,Female,Faisalabad,Punjab,BS Software Engineering,NUST,3.14,"Communication, Git, Machine Learning, Power BI",5,Marketing,Indeed,35000,2025-04-11 09:41:00,https://www.linkedin.com/in/laiba-siddiqui382,4,0.4
INT-10834,Muhammad Ahmed,muhammad.ahmed834@outlook.com,03375338510,27,Male,Nawabshah,Sindh,BS Computer Science,University of Karachi,2.74,"Pandas, Git, SQL, Machine Learning, Excel, Tableau",12,Business Intelligence,Indeed,24000,2025-03-29 15:40:00,Not Provided,6,1.0
INT-10647,Nimra Memon,nimra.memon647@outlook.com,03470568648,26,Female,Quetta,Balochistan,BS Computer Science,FAST NUCES,2.43,"Machine Learning, Communication",10,Human Resources,Internee.pk,33000,2025-03-29 12:21:00,https://www.linkedin.com/in/nimra-memon647,2,0.8
INT-10385,Shayan Baloch,shayan.baloch385@gmail.com,03497720456,24,Male,Faisalabad,Punjab,BS Information Technology,NUST,3.56,"Tableau, Pandas, Python, Machine Learning, Communication, Statistics",3,Data Analytics,Internee.pk,25000,2025-04-15 22:48:00,https://www.linkedin.com/in/shayan-baloch385,6,0.2
INT-10370,Ahsan Siddiqui,ahsan.siddiqui370@yahoo.com,03034433370,23,Male,Gujranwala,Punjab,BS Information Technology,IBA Karachi,2.58,"Data Visualization, Statistics, Power BI, Communication, Html, Css",16,Business Intelligence,Referral,42000,2025-04-16 12:27:00,https://www.linkedin.com/in/ahsan-siddiqui370,6,1.3
INT-10733,Sidra Baloch,sidra.baloch733@yahoo.com,03438555805,30,Female,Hyderabad,Sindh,BS Statistics,University of Karachi,3.08,"Statistics, Pandas, Python, Power BI, Excel",28,Human Resources,Direct,38000,2025-04-22 07:06:00,https://www.linkedin.com/in/sidra-baloch733,5,2.3
INT-10346,Sana Ansari,sana.ansari346@icloud.com,03323963968,24,Male,Hyderabad,Sindh,BS Computer Science,Punjab University,2.45,"Statistics, Python, Machine Learning, Excel, Communication",7,Human Resources,Referral,14000,2025-03-23 16:51:00,https://www.linkedin.com/in/sana-ansari346,5,0.6
INT-10821,Areeba Ahmed,areeba.ahmed821@icloud.com,03280216717,22,Female,Abbottabad,Khyber Pakhtunkhwa,BS Economics,University of Sindh,3.31,Not Specified,11,Product,Indeed,41000,2025-04-24 13:46:00,https://www.linkedin.com/in/areeba-ahmed821,0,0.9
INT-10688,Fatima Malik,fatima.malik688@outlook.com,03223887992,28,Male,Islamabad,Islamabad Capital Territory,BS Software Engineering,Not Provided,3.12,"Communication, Tableau",14,Business Intelligence,Referral,28000,2025-04-17 14:30:00,https://www.linkedin.com/in/fatima-malik688,2,1.2
INT-10818,Nimra Siddiqui,nimra.siddiqui818@gmail.com,03014028361,24,Male,Rawalpindi,Punjab,BS Information Technology,COMSATS University,2.78,"Tableau, Machine Learning, Data Visualization",12,Marketing,Internee.pk,35000,2025-03-18 04:51:00,https://www.linkedin.com/in/nimra-siddiqui818,3,1.0
INT-10466,Muhammad Mirza,muhammad.mirza466@gmail.com,03125961919,18,Female,Gujranwala,Punjab,BS Economics,NED University,2.59,"Data Visualization, SQL",5,Product,LinkedIn,17000,2025-03-23 22:46:00,https://www.linkedin.com/in/muhammad-mirza466,2,0.4
INT-10845,Sajid Abbasi,sajid.abbasi845@gmail.com,03003849581,26,Male,Lahore,Punjab,BS Information Technology,IBA Karachi,2.65,"Python, Git, Pandas",2,Product,Direct,41000,2025-04-10 06:52:00,https://www.linkedin.com/in/sajid-abbasi845,3,0.2
INT-10584,Hussain Bhatti,hussain.bhatti584@yahoo.com,03466422904,22,Male,Quetta,Balochistan,BS Information Technology,Shah Abdul Latif University,2.92,"Data Visualization, Html, Css, Git, Statistics, Machine Learning",6,Business Intelligence,University Portal,18000,2025-04-03 16:11:00,https://www.linkedin.com/in/hussain-bhatti584,6,0.5
INT-10593,Fatima Khan,fatima.khan593@yahoo.com,03338438203,31,Male,Larkana,Sindh,BBA,Shah Abdul Latif University,3.09,"Python, Power BI, SQL, Data Visualization, Git",9,Human Resources,Referral,22000,2025-04-16 00:17:00,https://www.linkedin.com/in/fatima-khan593,5,0.8
INT-10048,Sajid Ahmed,sajid.ahmed48@yahoo.com,03365658410,25,Male,Khairpur,Sindh,BS Computer Science,Mehran University,3.14,"Tableau, SQL, Pandas, Power BI",9,Product,Direct,28000,2025-03-05 12:44:00,https://www.linkedin.com/in/sajid-ahmed48,4,0.8
INT-10414,Ahsan Siddiqui,ahsan.siddiqui414@yahoo.com,03335477879,26,Male,Sukkur,Sindh,BS Information Technology,LUMS,3.28,"Data Visualization, Html, Css, Tableau",1,Business Intelligence,Internee.pk,59000,2025-03-24 06:02:00,https://www.linkedin.com/in/ahsan-siddiqui414,4,0.1
INT-20023,Hamza Ali,hamza.ali312@gmail.com,03180869308,27,Female,Karachi,Sindh,BS Computer Science,Bahria University,3.46,"Data Visualization, Git, Machine Learning",10,Human Resources,LinkedIn,45000,2025-03-26 02:18:00,https://www.linkedin.com/in/hamza-ali312,3,0.8
INT-10203,Zara Memon,zara.memon203@yahoo.com,03138457980,24,Prefer not to say,Hyderabad,Sindh,BS Information Technology,Mehran University,2.65,"Machine Learning, Git, Communication",13,Marketing,Referral,18000,2025-04-23 09:34:00,https://www.linkedin.com/in/zara-memon203,3,1.1
INT-10762,Bilal Abbasi,bilal.abbasi762@outlook.com,03476445919,24,Female,Islamabad,Islamabad Capital Territory,BS Information Technology,LUMS,2.4,"Python, Excel",6,Human Resources,University Portal,16000,2025-04-29 16:21:00,https://www.linkedin.com/in/bilal-abbasi762,2,0.5
INT-10809,Fatima Ahmed,fatima.ahmed809@gmail.com,03164523736,29,Male,Hyderabad,Sindh,BS Computer Science,NUST,2.17,"SQL, Html, Css, Power BI, Excel",17,Software Development,Internee.pk,11000,2025-03-12 17:19:00,https://www.linkedin.com/in/fatima-ahmed809,5,1.4
INT-10242,Ali Syed,ali.syed242@gmail.com,03014936533,20,Male,Hyderabad,Sindh,BS Economics,LUMS,3.86,"Python, SQL, Pandas, Machine Learning, Statistics, Communication",8,Business Intelligence,University Portal,17000,2025-04-07 17:33:00,https://www.linkedin.com/in/ali-syed242,6,0.7
INT-10421,Areeba Khan,areeba.khan421@icloud.com,03442116532,25,Female,Quetta,Balochistan,BS Information Technology,LUMS,2.66,"Data Visualization, Git, Python, Machine Learning, SQL",7,Software Development,LinkedIn,26000,2025-04-12 01:13:00,https://www.linkedin.com/in/areeba-khan421,5,0.6
INT-10366,Hira Bhatti,hira.bhatti366@yahoo.com,03492844113,25,Female,Larkana,Sindh,BS Statistics,IBA Karachi,3.1,"Statistics, Html, Css, SQL, Communication, Machine Learning, Tableau",15,Data Analytics,University Portal,30000,2025-04-26 00:00:00,https://www.linkedin.com/in/hira-bhatti366,7,1.2
INT-10327,Sidra Malik,sidra.malik327@gmail.com,03398745295,24,Male,Multan,Punjab,BS Data Science,Punjab University,3.46,"Statistics, Git, Data Visualization, Machine Learning, Excel, Pandas",1,Finance,LinkedIn,46000,2025-03-16 06:59:00,https://www.linkedin.com/in/sidra-malik327,6,0.1
INT-10860,Muhammad Rind,muhammad.rind860@gmail.com,03496088920,21,Male,Hyderabad,Sindh,BBA,Bahria University,4.0,"Statistics, Git",1,Marketing,University Portal,46000,2025-03-18 19:10:00,https://www.linkedin.com/in/muhammad-rind860,2,0.1
INT-10322,Sana Baloch,sana.baloch322@gmail.com,03385300733,24,Female,Islamabad,Islamabad Capital Territory,BS Statistics,Bahria University,3.9,"Excel, Data Visualization",11,Data Analytics,Indeed,32000,2025-03-19 20:26:00,https://www.linkedin.com/in/sana-baloch322,2,0.9
