application_id,field,original_value,cleaned_value,issue_type,action
INT-10793,skills,"Python, HTML/CSS, Statistics","Python, Html, Css, Statistics",Skills formatting,Standardized delimiters and labels
INT-20001,skills,"Data Visualization, Python, HTML/CSS, Git, Pandas","Data Visualization, Python, Html, Css, Git, Pandas",Skills formatting,Standardized delimiters and labels
INT-10823,skills,"Statistics, Tableau, Data Visualization, Git, Communication, HTML/CSS","Statistics, Tableau, Data Visualization, Git, Communication, Html, Css",Skills formatting,Standardized delimiters and labels
INT-10650,skills,"Machine Learning, Python, Communication, HTML/CSS","Machine Learning, Python, Communication, Html, Css",Skills formatting,Standardized delimiters and labels
INT-10846,skills,"HTML/CSS, Python","Html, Css, Python",Skills formatting,Standardized delimiters and labels
INT-10287,skills,"HTML/CSS, Data Visualization, Python, Excel, Tableau, SQL","Html, Css, Data Visualization, Python, Excel, Tableau, SQL",Skills formatting,Standardized delimiters and labels
INT-10369,skills,"HTML/CSS, Python, Tableau, Power BI, Pandas, Machine Learning","Html, Css, Python, Tableau, Power BI, Pandas, Machine Learning",Skills formatting,Standardized delimiters and labels
INT-10016,skills,"Pandas, Statistics, Data Visualization, HTML/CSS","Pandas, Statistics, Data Visualization, Html, Css",Skills formatting,Standardized delimiters and labels
INT-10749,skills,Communication; Pandas; Git; machine learning; Excel,"Communication, Pandas, Git, Machine Learning, Excel",Skills formatting,Standardized delimiters and labels
INT-10757,skills,"Power BI, HTML/CSS, Excel, Communication","Power BI, Html, Css, Excel, Communication",Skills formatting,Standardized delimiters and labels
INT-10514,skills,"Tableau, Machine Learning, Git, Excel, HTML/CSS","Tableau, Machine Learning, Git, Excel, Html, Css",Skills formatting,Standardized delimiters and labels
INT-10004,skills,Excel / Data Visualization,"Excel, Data Visualization",Skills formatting,Standardized delimiters and labels
INT-10754,skills,"Data Visualization, Excel, HTML/CSS, Git, Machine Learning","Data Visualization, Excel, Html, Css, Git, Machine Learning",Skills formatting,Standardized delimiters and labels
INT-10483,skills,Data Visualization | Pandas | Tableau | excel | SQL | Statistics,"Data Visualization, Pandas, Tableau, Excel, SQL, Statistics",Skills formatting,Standardized delimiters and labels
INT-10465,skills,"SQL, Excel, Statistics, Data Visualization, HTML/CSS, Machine Learning","SQL, Excel, Statistics, Data Visualization, Html, Css, Machine Learning",Skills formatting,Standardized delimiters and labels
INT-10734,skills,"HTML/CSS, Power BI, Git, Excel, SQL","Html, Css, Power BI, Git, Excel, SQL",Skills formatting,Standardized delimiters and labels
INT-10623,linkedin_url,,Not Provided,Missing value,Filled explicit category
INT-10148,linkedin_url,,Not Provided,Missing value,Filled explicit category
INT-10504,city,,Hyderabad,Missing value,Imputed province mode
INT-10694,university,,Not Provided,Missing value,Filled explicit category
INT-10694,cgpa,,3.09,Missing value,Imputed valid median
INT-10646,skills,,Not Specified,Missing value,Filled explicit category
INT-10646,linkedin_url,,Not Provided,Missing value,Filled explicit category
INT-10040,phone,,Not Provided,Missing value,Filled explicit category
INT-10091,gender,,Prefer not to say,Missing value,Filled with neutral category
INT-10837,linkedin_url,,Not Provided,Missing value,Filled explicit category
INT-10767,gender,,Prefer not to say,Missing value,Filled with neutral category
INT-10381,linkedin_url,,Not Provided,Missing value,Filled explicit category
INT-10712,university,,Not Provided,Missing value,Filled explicit category
INT-10657,phone,,Not Provided,Missing value,Filled explicit category
INT-10179,cgpa,,3.09,Missing value,Imputed valid median
INT-20024,city,,Faisalabad,Missing value,Imputed province mode
INT-10309,cgpa,,3.09,Missing value,Imputed valid median
INT-10701,university,,Not Provided,Missing value,Filled explicit category
INT-10028,linkedin_url,,Not Provided,Missing value,Filled explicit category
INT-10707,phone,,Not Provided,Missing value,Filled explicit category
INT-10784,university,,Not Provided,Missing value,Filled explicit category
INT-10255,university,,Not Provided,Missing value,Filled explicit category
INT-10402,university,,Not Provided,Missing value,Filled explicit category
INT-10180,skills,,Not Specified,Missing value,Filled explicit category
INT-10551,cgpa,,3.09,Missing value,Imputed valid median
INT-10368,city,,Faisalabad,Missing value,Imputed province mode
INT-10162,skills,,Not Specified,Missing value,Filled explicit category
INT-10231,university,,Not Provided,Missing value,Filled explicit category
INT-10229,phone,,Not Provided,Missing value,Filled explicit category
INT-10616,skills,,Not Specified,Missing value,Filled explicit category
INT-10744,phone,,Not Provided,Missing value,Filled explicit category
INT-10475,cgpa,,3.09,Missing value,Imputed valid median
INT-10042,skills,,Not Specified,Missing value,Filled explicit category
INT-10619,skills,,Not Specified,Missing value,Filled explicit category
INT-10325,cgpa,,3.09,Missing value,Imputed valid median
INT-10325,linkedin_url,,Not Provided,Missing value,Filled explicit category
INT-10697,linkedin_url,,Not Provided,Missing value,Filled explicit category
INT-10668,cgpa,,3.09,Missing value,Imputed valid median
INT-10247,city,,Faisalabad,Missing value,Imputed province mode
INT-10059,linkedin_url,,Not Provided,Missing value,Filled explicit category
INT-10817,skills,,Not Specified,Missing value,Filled explicit category
INT-10724,university,,Not Provided,Missing value,Filled explicit category
INT-10191,linkedin_url,,Not Provided,Missing value,Filled explicit category
INT-10516,phone,,Not Provided,Missing value,Filled explicit category
INT-10102,phone,,Not Provided,Missing value,Filled explicit category
INT-10637,skills,,Not Specified,Missing value,Filled explicit category
INT-10235,university,,Not Provided,Missing value,Filled explicit category
INT-10207,city,,Hyderabad,Missing value,Imputed province mode
INT-10797,gender,,Prefer not to say,Missing value,Filled with neutral category
INT-10590,city,,Islamabad,Missing value,Imputed province mode
INT-10700,skills,,Not Specified,Missing value,Filled explicit category
INT-10732,phone,,Not Provided,Missing value,Filled explicit category
INT-10124,linkedin_url,,Not Provided,Missing value,Filled explicit category
INT-10294,gender,,Prefer not to say,Missing value,Filled with neutral category
INT-10294,phone,,Not Provided,Missing value,Filled explicit category
INT-10631,skills,,Not Specified,Missing value,Filled explicit category
INT-10500,cgpa,,3.09,Missing value,Imputed valid median
INT-20009,city,,Faisalabad,Missing value,Imputed province mode
INT-10451,phone,,Not Provided,Missing value,Filled explicit category
INT-10121,gender,,Prefer not to say,Missing value,Filled with neutral category
INT-10316,phone,,Not Provided,Missing value,Filled explicit category
INT-10226,linkedin_url,,Not Provided,Missing value,Filled explicit category
INT-10714,cgpa,,3.09,Missing value,Imputed valid median
INT-10388,city,,Faisalabad,Missing value,Imputed province mode
INT-10638,city,,Hyderabad,Missing value,Imputed province mode
INT-10134,linkedin_url,,Not Provided,Missing value,Filled explicit category
INT-10232,university,,Not Provided,Missing value,Filled explicit category
INT-10129,phone,,Not Provided,Missing value,Filled explicit category
INT-10379,cgpa,,3.09,Missing value,Imputed valid median
INT-10738,city,,Faisalabad,Missing value,Imputed province mode
INT-10188,phone,,Not Provided,Missing value,Filled explicit category
INT-10716,linkedin_url,,Not Provided,Missing value,Filled explicit category
INT-10438,university,,Not Provided,Missing value,Filled explicit category
INT-10461,phone,,Not Provided,Missing value,Filled explicit category
INT-10015,city,,Faisalabad,Missing value,Imputed province mode
INT-10615,university,,Not Provided,Missing value,Filled explicit category
INT-10390,university,,Not Provided,Missing value,Filled explicit category
INT-10337,linkedin_url,,Not Provided,Missing value,Filled explicit category
INT-10644,phone,,Not Provided,Missing value,Filled explicit category
INT-10243,skills,,Not Specified,Missing value,Filled explicit category
INT-10442,city,,Hyderabad,Missing value,Imputed province mode
INT-10645,university,,Not Provided,Missing value,Filled explicit category
INT-10645,cgpa,,3.09,Missing value,Imputed valid median
INT-10324,skills,,Not Specified,Missing value,Filled explicit category
INT-10801,linkedin_url,,Not Provided,Missing value,Filled explicit category
INT-10305,skills,,Not Specified,Missing value,Filled explicit category
INT-10581,phone,,Not Provided,Missing value,Filled explicit category
INT-10032,city,,Hyderabad,Missing value,Imputed province mode
INT-10032,university,,Not Provided,Missing value,Filled explicit category
INT-10032,linkedin_url,,Not Provided,Missing value,Filled explicit category
INT-10539,gender,,Prefer not to say,Missing value,Filled with neutral category
INT-10358,phone,,Not Provided,Missing value,Filled explicit category
INT-10721,skills,,Not Specified,Missing value,Filled explicit category
INT-10387,linkedin_url,,Not Provided,Missing value,Filled explicit category
INT-10315,gender,,Prefer not to say,Missing value,Filled with neutral category
INT-10205,city,,Faisalabad,Missing value,Imputed province mode
INT-10158,skills,,Not Specified,Missing value,Filled explicit category
INT-10064,city,,Faisalabad,Missing value,Imputed province mode
INT-10263,linkedin_url,,Not Provided,Missing value,Filled explicit category
INT-10397,city,,Hyderabad,Missing value,Imputed province mode
INT-10515,linkedin_url,,Not Provided,Missing value,Filled explicit category
INT-10859,linkedin_url,,Not Provided,Missing value,Filled explicit category
INT-10161,phone,,Not Provided,Missing value,Filled explicit category
INT-10569,skills,,Not Specified,Missing value,Filled explicit category
INT-10518,university,,Not Provided,Missing value,Filled explicit category
INT-10293,city,,Faisalabad,Missing value,Imputed province mode
INT-10088,gender,,Prefer not to say,Missing value,Filled with neutral category
INT-10171,linkedin_url,,Not Provided,Missing value,Filled explicit category
INT-10104,university,,Not Provided,Missing value,Filled explicit category
INT-10573,phone,,Not Provided,Missing value,Filled explicit category
INT-10430,cgpa,,3.09,Missing value,Imputed valid median
INT-10430,phone,,Not Provided,Missing value,Filled explicit category
INT-10604,cgpa,,3.09,Missing value,Imputed valid median
INT-10753,university,,Not Provided,Missing value,Filled explicit category
INT-10490,phone,,Not Provided,Missing value,Filled explicit category
INT-10122,university,,Not Provided,Missing value,Filled explicit category
INT-10495,linkedin_url,,Not Provided,Missing value,Filled explicit category
INT-10477,phone,,Not Provided,Missing value,Filled explicit category
INT-10807,city,,Hyderabad,Missing value,Imputed province mode
INT-10606,university,,Not Provided,Missing value,Filled explicit category
INT-10675,cgpa,,3.09,Missing value,Imputed valid median
INT-10834,linkedin_url,,Not Provided,Missing value,Filled explicit category
INT-10821,skills,,Not Specified,Missing value,Filled explicit category
INT-10688,university,,Not Provided,Missing value,Filled explicit category
INT-10242,city,,Hyderabad,Missing value,Imputed province mode
INT-10218,phone,,Not Provided,Missing value,Filled explicit category
INT-10541,university,,Not Provided,Missing value,Filled explicit category
INT-10362,phone,,Not Provided,Missing value,Filled explicit category
INT-10613,city,,Islamabad,Missing value,Imputed province mode
INT-10462,linkedin_url,,Not Provided,Missing value,Filled explicit category
INT-10270,university,,Not Provided,Missing value,Filled explicit category
INT-10848,skills,,Not Specified,Missing value,Filled explicit category
INT-10470,skills,,Not Specified,Missing value,Filled explicit category
INT-10284,skills,,Not Specified,Missing value,Filled explicit category
INT-10284,phone,,Not Provided,Missing value,Filled explicit category
INT-10520,linkedin_url,,Not Provided,Missing value,Filled explicit category
INT-10599,phone,,Not Provided,Missing value,Filled explicit category
INT-10055,cgpa,,3.09,Missing value,Imputed valid median
INT-10342,skills,,Not Specified,Missing value,Filled explicit category
INT-10635,skills,,Not Specified,Missing value,Filled explicit category
INT-10094,linkedin_url,,Not Provided,Missing value,Filled explicit category
INT-10829,university,,Not Provided,Missing value,Filled explicit category
INT-10486,cgpa,,3.09,Missing value,Imputed valid median
INT-10486,phone,,Not Provided,Missing value,Filled explicit category
INT-10486,linkedin_url,,Not Provided,Missing value,Filled explicit category
INT-20015,phone,,Not Provided,Missing value,Filled explicit category
INT-10052,linkedin_url,,Not Provided,Missing value,Filled explicit category
INT-10204,skills,,Not Specified,Missing value,Filled explicit category
INT-20001,linkedin_url,,Not Provided,Missing value,Filled explicit category
INT-10757,phone,,Not Provided,Missing value,Filled explicit category
INT-10622,linkedin_url,,Not Provided,Missing value,Filled explicit category
INT-10354,skills,,Not Specified,Missing value,Filled explicit category
INT-10588,expected_stipend_pkr,250000,30000,Outlier/invalid numeric,Replaced with valid median
INT-10743,expected_stipend_pkr,500000,30000,Outlier/invalid numeric,Replaced with valid median
INT-10177,age,16,25,Outlier/invalid numeric,Replaced with valid median
INT-20035,expected_stipend_pkr,-10000,30000,Outlier/invalid numeric,Replaced with valid median
INT-10695,age,15,25,Outlier/invalid numeric,Replaced with valid median
INT-10814,expected_stipend_pkr,250000,30000,Outlier/invalid numeric,Replaced with valid median
INT-10564,cgpa,5.2,3.09,Outlier/invalid numeric,Replaced with valid median
INT-10596,cgpa,4.8,3.09,Outlier/invalid numeric,Replaced with valid median
INT-10403,experience_months,-6,9,Outlier/invalid numeric,Replaced with valid median
INT-10563,cgpa,-0.5,3.09,Outlier/invalid numeric,Replaced with valid median
INT-10667,experience_months,180,9,Outlier/invalid numeric,Replaced with valid median
INT-10051,age,15,25,Outlier/invalid numeric,Replaced with valid median
INT-10751,cgpa,-0.5,3.09,Outlier/invalid numeric,Replaced with valid median
INT-10126,cgpa,4.8,3.09,Outlier/invalid numeric,Replaced with valid median
INT-10219,age,52,25,Outlier/invalid numeric,Replaced with valid median
INT-10072,expected_stipend_pkr,250000,30000,Outlier/invalid numeric,Replaced with valid median
INT-10459,experience_months,-6,9,Outlier/invalid numeric,Replaced with valid median
INT-10201,expected_stipend_pkr,-10000,30000,Outlier/invalid numeric,Replaced with valid median
INT-10438,experience_months,-6,9,Outlier/invalid numeric,Replaced with valid median
INT-10015,expected_stipend_pkr,0,30000,Outlier/invalid numeric,Replaced with valid median
INT-10248,age,52,25,Outlier/invalid numeric,Replaced with valid median
INT-10644,age,58,25,Outlier/invalid numeric,Replaced with valid median
INT-10661,expected_stipend_pkr,500000,30000,Outlier/invalid numeric,Replaced with valid median
INT-10569,experience_months,180,9,Outlier/invalid numeric,Replaced with valid median
INT-10406,experience_months,180,9,Outlier/invalid numeric,Replaced with valid median
INT-10251,cgpa,5.2,3.09,Outlier/invalid numeric,Replaced with valid median
INT-10573,age,15,25,Outlier/invalid numeric,Replaced with valid median
INT-10331,age,16,25,Outlier/invalid numeric,Replaced with valid median
INT-10048,experience_months,-6,9,Outlier/invalid numeric,Replaced with valid median
INT-10110,cgpa,5.2,3.09,Outlier/invalid numeric,Replaced with valid median
INT-10347,expected_stipend_pkr,500000,30000,Outlier/invalid numeric,Replaced with valid median
INT-10354,experience_months,180,9,Outlier/invalid numeric,Replaced with valid median
INT-20003,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-20007,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-10441,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-20019,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-10317,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-10247,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-10296,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-20029,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-10525,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-20032,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-10736,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-10201,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-10485,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-20008,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-10173,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-10208,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-10457,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-20017,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-20021,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-20031,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-10293,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-10488,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-20006,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-20028,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-20012,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-10603,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-20022,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-10083,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-10669,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-20040,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-10175,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-10181,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-20030,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-20038,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-20015,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-10312,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-10793,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-20001,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-10846,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
INT-20027,record,duplicate row,removed,Duplicate record,Removed duplicate after normalized identity match
